,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced
4611,9,53,0,5,1
9540,6,62,1,8,0
9207,8,74,0,9,7
2489,5,49,1,8,1
6905,6,90,1,4,7
7390,4,92,1,7,9
2849,2,68,1,5,3
6665,2,80,1,5,1
5881,6,91,1,5,0
4452,2,92,0,8,2
7421,8,56,0,6,5
6484,3,72,0,7,2
2479,7,70,1,4,3
6617,1,41,0,5,0
2141,8,54,0,8,9
5188,3,69,1,6,7
9704,2,90,0,6,0
2744,1,41,1,5,5
7253,5,73,0,8,6
3506,7,50,0,8,1
1679,5,81,1,5,1
4249,2,70,1,6,3
3147,1,76,0,9,7
8130,1,91,0,4,2
7004,8,70,0,9,3
580,9,66,0,5,6
4070,1,92,1,6,7
3343,3,95,0,4,7
7404,2,94,0,4,5
3672,9,56,1,7,9
559,2,51,1,9,6
5237,5,62,1,6,2
7805,4,87,0,5,9
512,3,95,1,4,2
1081,6,85,0,8,4
1664,6,95,0,6,9
9204,5,99,1,7,4
1931,4,86,0,8,9
9666,1,86,0,6,6
1150,8,75,0,9,8
2838,3,89,1,9,1
5949,1,84,0,4,9
8308,1,91,0,6,2
8932,7,78,1,4,6
9788,4,63,1,6,2
5177,7,98,1,7,1
830,8,78,1,8,3
8311,6,54,1,4,1
4752,8,76,1,5,4
9850,7,70,1,7,1
635,6,44,1,7,3
4465,6,80,0,7,4
6799,8,63,1,9,2
7987,1,84,0,7,7
7079,1,67,0,6,8
6966,6,64,0,6,3
4142,4,99,0,4,9
7027,4,92,0,4,8
9183,3,93,1,4,1
876,5,78,0,5,9
4869,7,91,1,6,3
5315,9,88,0,8,8
5222,1,83,0,8,7
4,7,75,0,8,5
3051,8,51,0,5,6
5691,6,82,1,5,6
3124,9,72,0,9,0
2491,4,66,1,6,9
3854,5,49,0,9,9
4777,2,52,1,8,1
7509,9,62,0,8,7
6457,4,59,0,5,6
6293,2,45,0,9,0
1148,8,68,0,5,6
574,5,79,1,7,3
3769,6,87,1,7,0
4146,7,92,0,4,2
853,4,78,0,7,7
5919,5,90,0,4,8
9358,7,79,1,9,8
6614,5,95,0,8,8
6002,2,47,0,6,8
9163,2,97,1,5,9
4495,4,79,0,4,7
8173,4,96,0,4,5
6655,5,69,1,6,3
2368,2,93,1,4,2
4780,6,55,1,6,4
7992,6,88,1,8,3
2950,7,97,1,9,8
5625,8,57,0,5,4
6971,2,80,0,9,2
8716,2,50,0,6,2
1841,9,77,0,9,0
5986,6,81,0,4,7
537,3,63,1,9,8
2806,3,52,0,7,4
5801,8,82,0,5,1
5596,1,65,0,7,4
7206,6,63,0,9,8
7343,1,42,1,5,8
7560,8,77,0,8,5
8096,6,58,1,9,2
784,1,40,0,6,3
1409,4,41,1,5,7
154,5,58,0,4,8
7806,4,98,1,5,2
3009,7,84,0,6,0
1686,1,93,1,4,8
4014,7,72,1,4,1
7455,2,91,0,4,7
3863,8,75,0,8,9
2733,5,42,1,8,9
1895,6,99,1,6,4
5442,5,60,0,7,8
569,1,87,1,9,8
6709,5,82,1,7,4
5854,7,41,0,7,5
1816,2,57,0,6,2
8319,1,71,0,6,6
3394,1,59,0,8,4
3327,6,88,0,5,8
9982,8,51,0,5,1
6102,1,89,1,6,0
2975,1,88,0,6,8
980,6,96,1,4,7
190,3,65,0,7,8
9331,6,75,0,6,4
5088,3,55,1,8,5
699,7,66,1,8,7
9759,9,62,1,4,9
606,2,70,0,6,4
301,8,57,0,8,2
3420,5,50,1,5,2
9804,3,92,1,5,2
1060,7,86,1,8,2
3444,3,61,1,9,6
1069,2,77,0,7,9
2205,3,88,0,8,6
9435,5,88,0,5,8
7339,3,83,1,4,4
8208,4,96,0,5,5
7679,3,52,1,5,3
4642,8,84,0,5,0
7683,5,96,0,8,5
9007,2,84,1,8,6
7996,7,53,0,4,2
5600,4,49,0,8,4
9151,5,53,1,6,3
7022,7,68,0,8,2
4893,7,82,1,9,0
225,8,47,0,5,4
3354,1,89,1,5,2
5895,8,61,1,9,3
8754,5,50,0,4,8
3436,5,45,1,6,5
1693,9,57,1,8,7
6893,8,99,1,5,0
1045,3,87,0,8,0
3446,2,49,1,6,7
8050,4,45,1,6,6
9146,6,52,0,7,0
9981,7,54,0,9,4
4735,3,63,1,6,5
4496,6,80,1,7,0
1218,3,86,1,5,1
6015,3,78,1,4,2
9719,6,87,1,5,3
3987,5,81,0,4,1
4911,3,43,0,8,0
9492,8,49,0,7,1
4493,8,81,0,4,1
6944,3,93,1,4,3
5699,9,93,1,9,6
8352,3,41,0,9,6
956,9,59,0,8,1
2869,5,47,1,4,5
4433,6,89,1,6,5
4973,2,94,0,6,0
2961,8,88,0,8,2
2200,8,85,0,6,9
98,3,55,1,5,4
9849,8,75,1,5,4
2557,5,56,0,9,5
8445,7,49,0,5,4
4199,6,58,1,9,3
9637,9,89,1,6,5
5539,1,65,0,7,5
1648,3,89,0,5,9
6197,3,40,0,5,0
6295,5,53,0,8,2
4499,7,88,1,8,0
1154,5,67,0,9,7
2255,7,82,0,5,9
3170,6,89,1,8,8
7400,5,82,1,7,8
7158,6,46,0,5,3
3108,5,77,0,7,5
4548,2,51,1,4,3
5423,5,68,1,8,9
2049,8,50,1,6,1
9208,7,93,1,7,8
8815,4,88,1,7,4
9797,2,66,1,8,2
262,6,73,1,7,0
4061,7,52,1,7,0
5534,1,62,0,8,0
6616,5,59,1,5,3
8120,5,77,1,5,8
8155,2,71,0,6,4
1802,4,79,1,9,7
4736,7,63,0,8,7
2385,8,89,1,9,8
6694,3,73,0,8,1
5759,1,48,1,7,6
1959,4,89,1,8,1
2976,2,43,1,7,7
8680,5,76,0,9,3
1843,9,97,1,4,0
1734,8,90,1,6,3
2911,6,95,0,4,0
8338,5,94,1,8,4
1986,7,59,0,9,6
9561,7,70,0,5,9
6546,4,86,1,6,8
7098,5,85,1,6,1
2811,8,63,1,5,9
659,4,68,0,4,4
2511,9,50,0,7,8
4282,3,89,1,4,2
9339,3,97,0,4,5
8800,7,89,0,7,6
6287,1,65,0,7,7
1930,2,90,0,4,2
7125,5,96,1,5,7
197,7,89,0,4,9
7777,2,68,1,8,4
2931,7,93,1,7,7
8004,8,83,1,4,2
2327,2,57,0,4,3
4389,8,98,1,6,6
8958,8,45,1,7,5
4218,2,71,1,4,2
202,9,52,0,5,9
3510,6,97,0,5,4
4931,6,55,0,9,7
5535,2,68,1,9,6
5791,8,96,1,8,5
1707,2,81,0,8,4
5172,9,89,1,9,3
5249,4,96,0,7,9
6528,7,40,0,9,3
9848,3,51,0,6,5
5855,2,46,1,7,7
8164,6,89,0,9,9
854,1,40,0,7,4
4737,3,42,1,6,2
698,3,60,1,6,1
3696,1,63,0,9,6
1636,7,40,1,4,8
7280,6,76,1,9,6
7554,4,52,0,8,2
3581,2,48,1,5,5
1291,6,56,0,4,6
6585,6,64,0,5,5
1853,5,55,1,4,8
5232,1,52,1,8,4
3763,8,41,1,9,1
3304,8,79,0,6,4
1495,7,53,0,6,0
7994,7,67,1,9,2
1998,1,85,0,4,6
663,9,87,1,8,0
3748,9,47,0,8,9
4413,6,78,0,8,4
5530,5,63,0,5,5
5575,8,93,1,5,1
8901,6,73,0,7,4
7526,7,89,0,6,7
9474,9,57,1,8,1
5864,7,42,0,6,7
6776,3,92,0,9,5
1306,8,76,0,9,3
7392,4,90,1,6,5
5592,4,43,0,7,6
9721,7,42,1,9,8
1663,2,75,0,6,0
5450,6,66,1,5,5
9954,6,97,0,8,7
3627,1,89,1,7,5
2693,6,79,0,6,9
9789,8,75,0,7,4
5915,8,84,0,4,6
3157,2,69,0,8,3
6668,3,93,1,9,7
1059,9,63,1,8,1
4636,8,41,0,5,5
3242,4,55,0,9,5
1678,9,43,0,5,9
6892,4,95,1,4,7
6374,4,44,0,6,4
7574,8,91,1,4,6
1757,5,76,0,8,7
6019,6,91,1,9,1
5116,3,78,0,7,3
8755,7,66,0,9,7
7408,4,48,1,5,0
2790,3,88,1,5,0
863,1,84,1,9,7
7858,9,85,0,4,0
1484,2,89,0,6,9
7035,3,74,0,9,5
7721,2,76,0,4,9
5977,4,41,0,6,5
5134,8,92,0,9,0
206,7,71,0,7,8
4488,1,47,1,8,9
6938,5,59,0,7,3
9062,4,77,1,6,5
6910,7,53,0,7,3
502,7,87,1,8,8
7385,6,56,0,9,7
1028,4,55,1,7,6
3840,4,52,1,6,0
8110,7,66,0,7,6
5056,2,81,0,9,4
9762,9,78,1,4,1
8154,1,63,0,9,9
2731,2,54,1,7,6
8996,2,98,1,9,3
2454,3,40,1,9,9
7215,2,46,0,4,0
3104,7,41,0,9,7
8392,1,49,1,5,7
6278,7,49,1,8,9
3099,6,54,1,5,2
6184,5,85,1,7,5
3561,4,61,0,6,4
5892,8,77,0,6,7
391,4,87,0,8,7
6736,3,62,0,8,1
5618,4,68,0,9,4
5258,6,76,0,7,9
9687,3,77,1,6,7
2695,8,99,1,8,8
2027,7,53,1,4,8
5463,2,78,0,8,4
2568,3,91,0,5,1
8006,9,40,1,9,5
64,2,64,1,6,5
2062,5,66,1,4,7
5276,7,40,0,7,6
7208,1,51,0,8,7
8684,7,72,1,8,6
8571,8,92,1,5,5
6331,5,95,1,6,0
4859,6,78,0,9,6
4887,6,73,1,8,5
9268,5,58,0,9,7
878,2,66,1,5,0
8529,1,67,0,4,5
7916,8,91,1,4,1
6863,5,91,0,6,8
7892,4,47,1,8,8
6439,1,81,0,7,0
7869,1,79,1,7,3
1016,5,84,1,7,1
9467,9,43,0,6,5
7629,9,96,0,7,0
995,8,66,0,5,2
4297,5,45,0,5,8
161,6,98,0,4,0
5675,6,92,1,9,0
6873,9,63,1,4,2
9692,4,56,0,8,9
7989,8,68,0,9,6
3843,6,59,0,5,9
1021,7,47,0,4,4
3073,8,66,0,8,9
7555,3,47,1,7,6
3943,4,71,1,4,6
1585,1,88,1,4,5
3152,6,45,0,7,9
8226,2,99,0,6,1
775,4,48,0,9,4
9670,6,74,1,8,7
7099,6,45,1,8,3
5486,7,47,0,8,0
6235,5,80,1,8,5
9555,5,86,1,6,7
7041,7,92,1,8,0
2612,1,88,0,7,2
7513,4,58,1,5,4
8433,5,92,1,8,8
8792,3,74,1,5,1
5393,6,56,0,5,9
8838,3,87,1,8,3
3890,7,64,1,9,0
3556,2,50,1,6,7
1528,2,42,1,9,1
1267,1,93,0,6,2
7734,3,51,0,4,0
1899,6,69,0,5,4
4658,1,57,0,4,7
3005,1,48,1,5,4
2734,7,82,0,6,0
189,3,65,0,4,4
9167,3,92,0,7,9
2747,5,49,0,7,4
2047,8,98,0,4,9
7849,6,46,0,8,9
2558,5,65,1,9,9
9274,7,95,1,4,7
8666,4,96,0,6,0
6396,4,72,1,5,7
3385,2,43,0,4,7
4555,5,51,0,7,5
1184,2,60,0,8,9
6420,7,72,1,4,6
5051,5,60,1,6,9
5311,5,78,1,6,6
2433,2,72,1,8,4
6949,7,48,1,6,3
769,3,82,1,6,0
1685,1,60,1,9,6
8322,7,65,0,7,7
5578,1,66,0,8,2
4426,9,74,0,8,6
466,5,90,1,8,3
6265,3,51,0,4,4
5734,8,50,1,6,6
5191,4,68,0,9,3
5390,9,48,0,7,6
860,1,47,0,9,0
7270,2,46,0,6,6
